Date,Close,High,Low,Open,Volume
2015-01-21,2032.12,2038.29,2012.04,2020.1899,3730070000.0
2015-01-22,2063.1499,2064.6201,2026.38,2034.3,4176050000.0
2015-01-23,2051.8201,2062.98,2050.54,2062.98,3573560000.0
2015-01-26,2057.0901,2057.6201,2040.97,2050.4199,3465760000.0
2015-01-27,2029.55,2047.86,2019.91,2047.86,3329810000.0
2015-01-28,2002.16,2042.49,2001.49,2032.34,4067530000.0
2015-01-29,2021.25,2024.64,1989.1801,2002.45,4127140000.0
2015-01-30,1994.99,2023.3199,1993.38,2019.35,4568650000.0
2015-02-02,2020.85,2021.66,1980.9,1996.67,4008330000.0
2015-02-03,2050.03,2050.3,2022.71,2022.71,4615900000.0
2015-02-04,2041.51,2054.74,2036.72,2048.8601,4141920000.0
2015-02-05,2062.52,2063.55,2043.45,2043.45,3821990000.0
2015-02-06,2055.47,2072.3999,2049.97,2062.28,4232970000.0
2015-02-09,2046.74,2056.1599,2041.88,2053.47,3549540000.0
2015-02-10,2068.5901,2070.8601,2048.6201,2049.3799,3669850000.0
2015-02-11,2068.53,2073.48,2057.99,2068.55,3596860000.0
2015-02-12,2088.48,2088.53,2069.98,2069.98,3788350000.0
2015-02-13,2096.99,2097.03,2086.7,2088.78,3527450000.0
2015-02-17,2100.3401,2101.3,2089.8,2096.47,3361750000.0
2015-02-18,2099.6799,2100.23,2092.1499,2099.1599,3370020000.0
2015-02-19,2097.45,2102.1299,2090.79,2099.25,3247100000.0
2015-02-20,2110.3,2110.6101,2085.4399,2097.6499,3281600000.0
2015-02-23,2109.6599,2110.05,2103.0,2109.8301,3093680000.0
2015-02-24,2115.48,2117.9399,2105.8701,2109.1001,3199840000.0
2015-02-25,2113.8601,2119.5901,2109.8899,2115.3,3312340000.0
2015-02-26,2110.74,2113.9099,2103.76,2113.9099,3408690000.0
2015-02-27,2104.5,2112.74,2103.75,2110.8799,3547380000.0
2015-03-02,2117.3899,2117.52,2104.5,2105.23,3409490000.0
2015-03-03,2107.78,2115.76,2098.26,2115.76,3262300000.0
2015-03-04,2098.53,2107.72,2094.49,2107.72,3421110000.0
