Rank,Code,Type,Close,Score,RSI_14,MA_Divergence_25
1,9501.T,MyList,834.0,0.007734617764837197,62.44199787882763,0.023086925586986985
2,9509.T,MyList,1122.0,0.007402766476708289,56.48854961832061,0.03442553426880305
3,4005.T,MyList,469.20001,0.0073462129857895875,52.701333169147276,0.030221615437415108
4,6471.T,MyList,885.0,0.00713790432417303,72.87138302664394,0.05616657721202288
5,6971.T,MyList,2037.0,0.007136541653078047,37.662337662337656,-0.014542393544454416
6,5401.T,MyList,619.4,0.00697888584881362,39.949109414758276,0.0011831871052001572
7,8306.T,Core30,2386.5,0.006143317063853012,57.85627283800244,0.026160315781326656
8,7267.T,Core30,1514.0,0.005907003099173424,38.48354792560801,-0.028877115110774707
9,1942.T,MyList,4851.0,0.005287853122459782,47.062621045836025,0.033552642792616105
10,6701.T,MyList,5980.0,0.005033105666239577,56.15615615615616,0.09856194934123033
11,8802.T,Core30,3355.0,0.004971907671112285,55.735294117647065,0.010700471158133195
12,4502.T,Core30,4451.0,0.004721843523513047,64.13994169096209,0.04052701957153937
13,8058.T,Core30,3618.0,0.004418119292385095,44.8780487804878,-0.009743814320122593
14,8002.T,MyList,3790.0,0.004412114111056843,51.37880986937591,-0.007624793146065034
15,8031.T,Core30,4026.0,0.004273998692184764,65.65272496831432,0.0377358490566038
16,4519.T,Core30,8278.0,0.004216999662716905,75.13679890560874,0.12328752252545654
17,1605.T,MyList,3135.0,0.0041840868591528895,72.66129032258064,0.08173574593184552
18,1802.T,MyList,2976.5,0.004000644899580323,75.79102281089035,0.0976185383770069
19,6367.T,Core30,19610.0,0.0038903494857183544,64.96282527881041,0.038797304742128315
20,8316.T,Core30,4416.0,0.0037784370812236627,65.993265993266,0.05712698929467423
21,9432.T,Core30,152.60001,0.003653679316976963,32.02612029558209,-0.018750415439569918
22,7974.T,Core30,13275.0,0.0036019373790270935,55.00685871056242,0.004585906284053787
23,6315.T,MyList,2519.0,0.0035401231846075407,56.44743656136716,0.11072896273171415
24,6526.T,MyList,2184.5,0.003381001968596783,29.77175821419614,-0.17001648948700218
25,2914.T,Core30,5774.0,0.003190034705642185,88.98071625344352,0.08741506335407467
26,218A.T,MyList,1332.0,0.0031469475635455377,14.94607087827427,-0.21739130434782608
27,8707.T,MyList,3000.0,0.0030996238442836848,64.58658346333854,0.055386693684566043
28,8729.T,MyList,145.0,0.002970639900966786,43.76470294809549,-0.05359893233845642
29,8411.T,Core30,5159.0,0.0029247684983480728,52.31350330500472,0.025784797944851452
30,6330.T,MyList,2635.0,0.002829283756592918,53.41823056300267,0.057859069886947535
31,4582.T,MyList,104.0,0.0027335264096454773,22.727272727272734,-0.09816163718348937
32,9983.T,Core30,54620.0,0.0025451251490788145,50.440528634361236,-0.014812089204418323
33,7012.T,MyList,10235.0,0.0024725774644552413,21.674140508221214,-0.07443579921360961
34,4004.T,MyList,6129.0,0.0023290842620731886,54.777388694347174,0.04328376501348145
35,6501.T,Core30,4875.0,0.0022421515588911243,47.90675547098002,-0.0019244943084103753
36,9101.T,MyList,4947.0,0.002190995345797104,31.458531935176367,-0.02494500902719203
37,7203.T,Core30,3044.0,0.0021630785656127556,37.4777975133215,-0.01936780794556908
38,6861.T,Core30,53780.0,0.0021557093850296367,18.503538928210318,-0.06675366322613789
39,6902.T,Core30,2019.0,0.002133814281158493,19.58874458874459,-0.06610790408525757
40,1366.T,MyList,152.0,0.00202508980599152,56.60377358490566,0.0002632271650433801
41,4452.T,MyList,6474.0,0.001979866248936258,48.588410104011885,-0.003503284714226817
42,7011.T,MyList,4120.0,0.001959317021539707,36.55083655083655,-0.05493315716553341
43,6273.T,Core30,51900.0,0.001812293415498061,48.88097660223804,-0.01935591145105096
44,6758.T,Core30,4461.0,0.0017854932226490684,58.43773028739867,0.013513513513513414
45,4063.T,Core30,4434.0,0.0017818564101842668,35.188509874326755,-0.0518509648282468
46,6098.T,Core30,7639.0,0.0016842203371411843,50.43290043290043,-0.02054559162174773
47,8766.T,Core30,5350.0,0.0013367698422188593,31.640299750208158,-0.08951047998965277
48,9449.T,MyList,3472.0,0.0012953552649639653,55.202312138728324,0.005339417876046762
49,278A.T,MyList,3050.0,0.0011985590813593826,48.44995571302037,-0.042301992011856554
50,7751.T,Core30,4450.0,0.0009286626004692406,53.27272727272727,-0.0011940780909114742
51,7741.T,Core30,23075.0,0.0008354786039163894,38.8996138996139,-0.03362928218443756
52,4661.T,Core30,2985.0,0.0006964434030411546,22.819932049830115,-0.08904473293904387
53,8035.T,MyList,32500.0,0.0004478795565239714,48.19454679439941,0.009229011141888305
54,4568.T,Core30,3627.0,0.00023049049320408524,40.62772449869224,-0.019782714447867635
55,6981.T,Core30,3078.0,-0.00014676817294881922,52.27492739593418,-0.004630827339990739
56,6857.T,MyList,20835.0,-0.00030411595940230195,44.003343083994984,0.06960244773912683
57,3382.T,Core30,2123.5,-0.000961717738709096,79.1044776119403,0.0585953857504636
58,6920.T,MyList,27955.0,-0.0035179621756058635,47.57243539545811,0.08235248567446182
59,9984.T,Core30,19180.0,-0.0036107839307041967,24.20289855072464,-0.1692006480061682
60,285A.T,MyList,11335.0,-0.005612528968722891,52.25739491437467,0.11860024474006228
