Rank,Code,Type,Close,Score,RSI_14,MA_Divergence_25
1,4004.T,MyList,6371.0,0.0041678318708688634,60.36376115305422,0.07563008184986089
2,8306.T,Core30,2463.0,0.004141768402346721,64.64757709251101,0.044617864110611506
3,218A.T,MyList,1449.0,0.0037840009987192467,34.62002412545236,-0.09064665127020788
4,8729.T,MyList,147.89999,0.003713736820576259,40.52133150647796,-0.023453038648424625
5,6526.T,MyList,2230.0,0.0035364734014533736,40.849673202614376,-0.09033800265963958
6,8035.T,MyList,31630.0,0.0034783151720265814,40.301886792452834,-0.024030510231788874
7,8058.T,Core30,3666.0,0.003231839211718381,49.4140625,0.0005895453949953749
8,9501.T,MyList,716.0,0.003187349524105804,33.244934895602924,-0.11808323564023553
9,6758.T,Core30,4414.0,0.003137751991797598,54.403794037940386,-0.003899550468487603
10,6367.T,Core30,19945.0,0.003131741259055529,52.729384436701515,0.031399642151640865
11,8002.T,MyList,4059.0,0.0031021458100568334,57.159221076746846,0.04095072987084923
12,7203.T,Core30,3082.0,0.0030710127117770402,44.51901565995525,-0.01445382450754663
13,9432.T,Core30,155.8,0.002955978565195121,65.49293840514652,0.008309829488827938
14,1942.T,MyList,4800.0,0.002931451669314675,47.597597597597606,-0.001913000083173879
15,8707.T,MyList,3130.0,0.002895505653817974,77.56183745583039,0.07635593336909723
16,6701.T,MyList,5697.0,0.0028641188865539398,52.678008821676116,0.0012513444923267082
17,8316.T,Core30,4771.0,0.0028579914382690468,81.56182212581345,0.10555488613085925
18,7267.T,Core30,1535.0,0.002772609568297779,54.44444444444445,-0.013280536878238228
19,8411.T,Core30,5501.0,0.0027571879235042426,70.10506208213945,0.06441026911139837
20,7011.T,MyList,3902.0,0.002579594883549399,32.60211800302571,-0.08269389904461
21,4005.T,MyList,473.10001,0.002546854997831818,72.32704402515724,0.03037776430561843
22,6471.T,MyList,923.79999,0.002497133895403528,56.07319996346089,0.05990930160272413
23,6861.T,Core30,52440.0,0.0024603427894953384,29.43661971830987,-0.06399263188707933
24,5401.T,MyList,625.40002,0.0023851502236370103,58.09860138530482,0.006391760903735722
25,9509.T,MyList,1140.0,0.002317815364526804,62.07605344295992,0.040753724802804654
26,6501.T,Core30,4864.0,0.002255401050456726,42.48798076923077,-0.020208205756276732
27,9984.T,Core30,16535.0,0.002176265223689323,24.779541446208114,-0.22448807301584328
28,6902.T,Core30,2043.0,0.0021309890144807346,45.851528384279476,-0.03593876819117002
29,4582.T,MyList,106.0,0.0019722075629414614,39.99999999999999,-0.04124457308248917
30,6971.T,MyList,2113.0,0.0019501024886949116,59.2391304347826,0.01637357140108514
31,7751.T,Core30,4525.0,0.0019446223860311224,56.834532374100725,0.012757385854968667
32,8766.T,Core30,5485.0,0.0019082844863383048,36.133236784938454,-0.04622629042018212
33,4452.T,MyList,6266.0,0.0018825126935902376,33.167825223435955,-0.03594660627357828
34,9983.T,Core30,55950.0,0.0018768202142291444,39.22495274102079,-0.0019550621124659923
35,7012.T,MyList,9851.0,0.001648732033308756,21.674694331233795,-0.10326759783859367
36,7741.T,Core30,23070.0,0.0015428105689600392,23.989218328840963,-0.0403733683851484
37,6981.T,Core30,3224.0,0.0014132578428751146,49.59612277867529,0.02131326186674783
38,4661.T,Core30,2932.0,0.0014071271873270677,38.75862068965517,-0.06702644910011961
39,9101.T,MyList,4922.0,0.0013731189393528177,44.50000000000001,-0.022279784512212537
40,6315.T,MyList,2036.0,0.0011930115916242866,32.217308907138346,-0.10908072533781427
41,3382.T,Core30,2144.0,0.0007073198777439995,77.46478873239437,0.052528227785959745
42,4568.T,Core30,3818.0,0.0006639534534729193,77.97164667393675,0.04970856702958325
43,6273.T,Core30,55590.0,0.0006158360974834022,54.27594070695554,0.03675549057054195
44,4063.T,Core30,4656.0,0.0005224953601315231,58.19032761310452,0.012094705631733241
45,7974.T,Core30,13065.0,0.00027237951036254335,42.1978021978022,-0.018112129866225762
46,1802.T,MyList,3119.0,0.00013378194617406092,74.01508801341157,0.09021636547939456
47,285A.T,MyList,8882.0,9.310242883250557e-05,29.823604291689392,-0.16718549578810776
48,8802.T,Core30,3615.0,-4.898255375954983e-05,62.30936819172113,0.0694127252718645
49,1605.T,MyList,3223.0,-4.898255375954983e-05,67.1875,0.06378765174569442
50,8031.T,Core30,4098.0,-0.000126387170962318,54.929577464788736,0.032054639964540485
51,4502.T,Core30,4509.0,-0.0002343011287110772,74.9618320610687,0.04000405945252737
52,9449.T,MyList,3960.0,-0.0004821386797376707,70.62193126022913,0.11389898398910857
53,4519.T,Core30,8072.0,-0.0005784871422302566,66.53449643140365,0.05172090308324127
54,2914.T,Core30,5865.0,-0.0006389023561842672,78.42105263157895,0.06450559024248577
55,1366.T,MyList,153.0,-0.001125916410859752,58.69565217391305,0.021907560780122903
56,6098.T,Core30,7977.0,-0.0013347899251131502,45.54794520547945,0.01690377849166289
57,278A.T,MyList,2967.0,-0.0020472665743561814,39.638783269961976,-0.045907079646017764
58,6330.T,MyList,2633.0,-0.0022695160881058686,57.286821705426355,0.015019043653914372
59,6857.T,MyList,19700.0,-0.0023034168386021955,45.57675628794449,-0.01830830102554399
60,6920.T,MyList,27755.0,-0.004685469124155137,44.363256784968684,0.017225581821513652
