Rank,Code,Type,Close,Score,RSI_14,MA_Divergence_25
1,6471.T,MyList,918.79999,0.0075560955774757336,58.425181722369366,0.06094056137805795
2,6971.T,MyList,2137.0,0.0075307813724197195,65.80732700135685,0.027809040102348123
3,5401.T,MyList,631.90002,0.0074974320876876385,63.77172114845624,0.017323018965128723
4,4005.T,MyList,477.0,0.007392207264459599,77.7641236741559,0.03921569080268274
5,4004.T,MyList,6526.0,0.007148674764738068,64.33666191155493,0.10694973098034434
6,7267.T,Core30,1572.0,0.007095783988255646,47.88273615635179,0.00892112187921192
7,9509.T,MyList,1209.0,0.007089663012601051,72.40143369175627,0.10503802281368829
8,6701.T,MyList,5891.0,0.006926603414544189,63.40341655716163,0.040107065171332494
9,9432.T,Core30,155.8,0.00682155513169962,65.9721778550616,0.007292862390533415
10,8306.T,Core30,2423.5,0.00621499957558354,62.67441860465116,0.03139070705695108
11,1802.T,MyList,3184.0,0.005773168975065744,83.88540734109222,0.12145845954437233
12,1942.T,MyList,4948.0,0.005578942238747834,54.356846473029044,0.03182216290611844
13,9449.T,MyList,4011.0,0.005381488083060414,75.12116316639742,0.13430691613311918
14,6758.T,Core30,4575.0,0.005345328054985909,61.791044776119406,0.032666106882635014
15,4502.T,Core30,4506.0,0.005270302356896014,74.92354740061162,0.041435544708231575
16,7203.T,Core30,3133.0,0.005179999737032209,51.83374083129585,0.0017393751039148904
17,1605.T,MyList,3331.0,0.005147662520390668,81.95157740278796,0.10563071734887604
18,8058.T,Core30,3702.0,0.005143470021723209,56.3600782778865,0.010073449965621506
19,8031.T,Core30,4147.0,0.005029389356105332,59.83193277310924,0.048153914590747325
20,8802.T,Core30,3685.0,0.005014675197460224,66.51162790697674,0.09327716133626064
21,8002.T,MyList,4119.0,0.005014675197460224,59.83213429256595,0.05956619266149444
22,6367.T,Core30,20285.0,0.004973028220550885,56.327543424317625,0.05315348991755442
23,4519.T,Core30,8374.0,0.0049303808399791494,68.48979591836735,0.09631437279401757
24,9501.T,MyList,793.0,0.004866095921879433,42.689218925897755,-0.025822461364585617
25,7974.T,Core30,13280.0,0.004725325896024047,37.721021611001966,-0.0019089993536458608
26,8707.T,MyList,3140.0,0.004573060572350616,80.75657894736841,0.08461368409417488
27,6330.T,MyList,2644.0,0.004523958139199737,59.520239880059975,0.01626641247194127
28,2914.T,Core30,5867.0,0.004079566156094656,77.73913043478261,0.07155902980713037
29,8316.T,Core30,4698.0,0.004033229773251113,80.59360730593608,0.09607577807848448
30,8729.T,MyList,147.8,0.0039409867549721235,45.553159076035314,-0.02509168623519151
31,9101.T,MyList,4950.0,0.003926837376898104,43.48534201954397,-0.018573739809028385
32,6902.T,Core30,2059.5,0.003923241603042155,46.5288035450517,-0.031935095701876456
33,218A.T,MyList,1398.0,0.003619054376298129,35.08982035928143,-0.1292974588938714
34,8411.T,Core30,5473.0,0.0035504508142811713,70.27540360873694,0.06420626895854395
35,6526.T,MyList,2226.0,0.003399253345624227,38.34762275915822,-0.10154263434480418
36,6861.T,Core30,53140.0,0.0029753431196568926,36.242603550295854,-0.05664396742102017
37,6501.T,Core30,4968.0,0.0028668876612851888,44.63383838383839,0.004261237295125033
38,4452.T,MyList,6314.0,0.0028451214035342953,39.78805394990366,-0.029815428300993842
39,6981.T,Core30,3213.0,0.002821296898881511,46.90966719492869,0.02202458202916246
40,7741.T,Core30,23450.0,0.0026462740335653125,23.607427055702914,-0.024445036110094128
41,9984.T,Core30,16825.0,0.0025563766372007544,28.996122361051277,-0.21975718565373448
42,7751.T,Core30,4606.0,0.0025541372841830392,69.88636363636364,0.031024757129426594
43,1366.T,MyList,149.0,0.002547488333147293,50.0,-0.0061366061899679
44,8766.T,Core30,5509.0,0.002508684880066175,38.095238095238095,-0.045419260039645665
45,4661.T,Core30,3007.0,0.002295007329384207,42.19219219219219,-0.050089083764010146
46,4582.T,MyList,107.0,0.0022806819109645045,45.00000000000001,-0.038115785688601175
47,7012.T,MyList,9882.0,0.002192470855803195,21.56284555842241,-0.10547469041929182
48,7011.T,MyList,3947.0,0.0019014610627292885,31.598240469208207,-0.07688925477575921
49,9983.T,Core30,57140.0,0.0017400261998076008,49.66378482228627,0.019708899342560825
50,8035.T,MyList,31800.0,0.0016927433770038912,46.546961325966855,-0.016478622327790952
51,4063.T,Core30,4702.0,0.0015194350464101717,64.01944894651541,0.01993006689630641
52,6857.T,MyList,20575.0,0.0014316338863810934,52.69382391590013,0.03194904203029391
53,4568.T,Core30,3864.0,0.0006464463656752166,76.55246252676659,0.059570687404709874
54,6273.T,Core30,54880.0,0.000547626742920811,54.249857387336,0.02724597749342994
55,3382.T,Core30,2148.0,0.0005380528339665637,80.22813688212928,0.056639414421062004
56,6315.T,MyList,2141.0,0.00011446649343912727,51.06167846309403,-0.06252736666958585
57,285A.T,MyList,9406.0,-0.0009407220883410783,38.79530372639101,-0.11302307686504669
58,6098.T,Core30,8006.0,-0.0011316588141034156,36.72004417448924,0.021892965455269583
59,278A.T,MyList,3100.0,-0.0012354874399053788,45.37540805223069,-0.008025394549899499
60,6920.T,MyList,28080.0,-0.003922949308735783,44.64285714285714,0.039553377067630256
